latitude,longitude,junction,zone
12.9838737,77.5286068,Unknown,Unknown
12.9595586,77.5162093,Unknown,Unknown
12.9511354,77.5739687,Unknown,Unknown
13.0192138,77.5395595,Unknown,Unknown
12.9161187,77.5856548,Unknown,Unknown
12.9284355,77.6811918,Unknown,Unknown
13.0753282,77.4370383,Unknown,Unknown
13.2673624,77.7195893,Unknown,Unknown
12.9449039,77.4949618,Unknown,Unknown
12.9873133,77.6163481,Unknown,Unknown
12.969418,77.7006526,Unknown,Unknown
12.9613232,77.5644194,Unknown,Unknown
12.959419,77.5165897,Unknown,Unknown
12.9431035,77.6220445,Unknown,Unknown
12.8482637,77.6713737,Unknown,Unknown
12.96672,77.6093294,Unknown,Unknown
13.0253205,77.6400845,Unknown,Unknown
12.8561783,77.6645205,Unknown,Unknown
12.9641056,77.5825203,Unknown,Unknown
12.974757,77.5657216,Unknown,Unknown
12.9640011,77.5836093,Unknown,Unknown
12.9480512,77.5343585,Unknown,Unknown
12.9245654,77.6739287,Unknown,Unknown
13.0078566,77.5920655,Unknown,Unknown
13.0035862,77.5721203,Unknown,Unknown
12.9854129,77.5941024,Unknown,Unknown
12.9272622,77.5806774,Unknown,Unknown
13.0022504,77.5722138,Unknown,Unknown
12.9586724,77.5629452,Unknown,Unknown
13.0369808,77.5895122,Unknown,Unknown
12.9169077,77.5737827,Unknown,Unknown
12.9047066,77.6016042,Unknown,Unknown
12.9047995,77.6017019,Unknown,Unknown
12.9774707,77.5457303,Unknown,Unknown
12.904781,77.6015741,Unknown,Unknown
12.9238693,77.5536044,Unknown,Unknown
12.9585656,77.5932824,Unknown,Unknown
12.9601533,77.5633429,Unknown,Unknown
12.9578001,77.5631189,Unknown,Unknown
12.95836,77.5776317,Unknown,Unknown
12.9187567,77.621505,SilkBoardJunc,South Zone 2
13.0331905,77.5901915,Unknown,Unknown
12.9360494,77.6154975,Unknown,Unknown
12.9784088,77.6285392,Unknown,Unknown
12.9873237,77.6037885,Unknown,Unknown
13.0190323,77.654465,Unknown,Unknown
13.0446713,77.5828869,Unknown,Unknown
12.9119892,77.6254956,Unknown,Unknown
12.9893579,77.5064443,Unknown,Unknown
13.0152581,77.5639687,Unknown,Unknown
12.9392829,77.5596125,Unknown,Unknown
12.9614398,77.5600867,Unknown,Unknown
12.9194445,77.6215536,Unknown,Unknown
13.0501731,77.4947759,Unknown,Unknown
12.8400906,77.6764868,Unknown,Unknown
13.042636,77.5147881,Unknown,Unknown
12.9110914,77.6001308,Unknown,Unknown
12.9516567,77.500185,RingRoad-UllalJunction,West Zone 1
12.9698017,77.7319617,Unknown,Unknown
13.114305,77.60655,Unknown,Unknown
12.9900159,77.5025425,Unknown,Unknown
13.0424443,77.5147257,Unknown,Unknown
12.9216832,77.6199372,Unknown,Unknown
13.0467369,77.575502,BhadrappaLayout,North Zone 2
13.0427379,77.5892891,Unknown,Unknown
13.0308555,77.5359082,Unknown,Unknown
13.0161873,77.7093516,Unknown,Unknown
12.9693576,77.7006406,Unknown,Unknown
12.9625526,77.5916298,Unknown,Unknown
12.9893817,77.5927844,Unknown,Unknown
12.938565,77.6979933,Unknown,Unknown
12.9690624,77.5872736,Unknown,Unknown
12.961311,77.55932,Unknown,Unknown
12.9146696,77.5640607,Unknown,Unknown
12.9173038,77.5882958,Unknown,Unknown
12.9144686,77.5650362,Unknown,Unknown
12.9144815,77.5650493,Unknown,Unknown
12.9113626,77.5999548,Unknown,Unknown
12.9353705,77.5182037,Unknown,Unknown
12.9216444,77.5940415,Unknown,Unknown
12.9246541,77.6497438,Unknown,Unknown
12.9145147,77.5649877,Unknown,Unknown
12.9145447,77.5650079,Unknown,Unknown
12.9635928,77.6263774,Unknown,Unknown
13.0310785,77.5357035,Unknown,Unknown
12.8700974,77.6533824,Unknown,Unknown
12.9762232,77.6016656,Unknown,Unknown
12.9211317,77.6627683,IbblurJunction',Unknown
12.9832059,77.5766759,Unknown,Unknown
12.9793286,77.5105419,Unknown,Unknown
12.94819783,77.53467664,Unknown,Unknown
13.022765,77.6014354,Unknown,Unknown
12.9943131,77.617972,Unknown,Unknown
13.0071299,77.5267687,Unknown,Unknown
13.1511992,77.620242,Unknown,Unknown
13.0264,77.544019,Unknown,Unknown
13.1212507,77.6179465,Unknown,North Zone 2
12.9895389,77.5057545,Unknown,Unknown
12.9245044,77.6502426,Unknown,Unknown
12.9664142,77.5125512,Unknown,Unknown
12.9758786,77.5643384,Unknown,Unknown
12.9641027,77.5700324,Unknown,Unknown
12.9124656,77.5805324,Unknown,Unknown
12.9228317,77.6575101,Unknown,Unknown
13.0378641,77.5222897,Unknown,Unknown
12.9583476,77.5547336,Unknown,Unknown
12.8895087,77.6408236,Unknown,Unknown
12.8895337,77.640687,Unknown,Unknown
12.9847423,77.574706,Unknown,Unknown
13.0229252,77.5099725,Unknown,Unknown
12.8894616,77.6407007,Unknown,Unknown
13.0436683,77.6067467,Unknown,Unknown
13.0145688,77.5835164,Unknown,Unknown
13.0186759,77.5588615,Unknown,Unknown
12.9494883,77.5368741,Unknown,Unknown
13.0229482,77.601028,Unknown,Unknown
12.9928917,77.5854867,Unknown,Unknown
12.9625233,77.6415686,Unknown,Unknown
13.0976738,77.5990251,Unknown,Unknown
13.1151883,77.6067482,Unknown,Unknown
13.07835,77.502205,Unknown,Unknown
12.984191,77.5972223,Unknown,Unknown
12.97447,77.5492,Unknown,Unknown
12.9842204,77.597142,Unknown,Unknown
13.0488954,77.4970171,Unknown,Unknown
12.9891874,77.5070709,Unknown,Unknown
12.9160564,77.6160829,Unknown,Unknown
13.16120295,77.62691818,Unknown,Unknown
12.9532283,77.538385,Unknown,Unknown
12.9844178,77.5970285,Unknown,Unknown
12.8569988,77.5889807,Unknown,Unknown
12.9446407,77.5969852,Unknown,Unknown
13.0407502,77.5174141,Unknown,Unknown
13.0414238,77.545608,Unknown,Unknown
12.95983785,77.64811735,Unknown,Unknown
13.0446065,77.5828293,Unknown,Unknown
12.9197329,77.5835635,Unknown,Unknown
12.9875849,77.5182251,Sumanhalli,Unknown
12.9886918,77.519831,Unknown,Unknown
12.9595376,77.5557817,Unknown,Unknown
12.993901,77.6190564,Unknown,Unknown
12.9988047,77.5839954,Unknown,Unknown
12.8885722,77.640446,Unknown,Unknown
12.9858066,77.6051199,Unknown,Central Zone 2
13.0450698,77.6440587,Unknown,Unknown
12.9541849,77.5435568,Unknown,Unknown
12.9679023,77.5680413,Unknown,Unknown
12.9895932,77.5723117,Unknown,Unknown
13.0522674,77.4879449,Unknown,Unknown
12.8733932,77.6251719,Unknown,South Zone 1
12.8732959,77.6248843,Unknown,South Zone 1
12.9013118,77.6322397,Unknown,Unknown
12.972653,77.6185064,Unknown,Unknown
13.0379483,77.6257684,Unknown,Unknown
12.8980705,77.5460958,Unknown,South Zone 1
12.9415222,77.5603107,Unknown,Unknown
12.965034,77.5747048,Unknown,Unknown
12.9904041,77.5993848,Unknown,Unknown
12.9915317,77.7140583,Unknown,Unknown
12.9450066,77.5274017,Unknown,Unknown
13.114945,77.60684,Unknown,Unknown
13.0176948,77.553788,Unknown,Unknown
12.9694199,77.7006686,Unknown,Unknown
12.8985649,77.5435672,Unknown,South Zone 1
12.8893347,77.5379823,Unknown,South Zone 1
12.9514566,77.6214627,BucheryJunction,South Zone 2
12.9514586,77.6214633,BucheryJunction,South Zone 2
12.9513718,77.621369,BucheryJunction,South Zone 2
12.9643399,77.5855341,Unknown,Unknown
12.9800987,77.6655755,Unknown,Central Zone 1
12.9441328,77.5010682,Unknown,Unknown
12.8785528,77.6720521,Unknown,Unknown
12.9643404,77.5855854,Unknown,Unknown
12.8785573,77.6719048,Unknown,Unknown
13.044562,77.583011,Unknown,Unknown
13.0317076,77.5355328,Unknown,Unknown
13.0451384,77.5070153,Unknown,Unknown
12.9474732,77.5340694,Unknown,Unknown
12.850847,77.6685139,Unknown,Unknown
13.0623222,77.459163,Unknown,Unknown
12.860655,77.4311029,Unknown,Unknown
13.0355513,77.5265219,Unknown,Unknown
12.92335,77.58296,Unknown,Unknown
12.9390583,77.6946217,Unknown,Unknown
12.8509801,77.6601903,Unknown,Unknown
13.0817559,77.5482378,Unknown,Unknown
12.9891497,77.5077437,Unknown,Unknown
13.0145576,77.5696436,Unknown,Unknown
12.9232313,77.5904837,Unknown,Unknown
13.0357481,77.6283566,Unknown,Unknown
12.8196613,77.6877212,Unknown,Unknown
12.9697862,77.7499252,Unknown,Unknown
12.9228111,77.7365506,Unknown,Unknown
12.971535,77.5941929,Unknown,Unknown
12.96652735,77.60810502,Unknown,Unknown
12.926187,77.6772301,Unknown,Unknown
13.0077773,77.5838076,Unknown,Unknown
12.9750878,77.5481342,Unknown,Unknown
13.029877,77.5377738,Unknown,Unknown
12.9340271,77.6892659,Unknown,Unknown
12.8353407,77.6791817,Unknown,Unknown
12.9163498,77.6122067,Unknown,Unknown
12.9948294,77.6040054,Unknown,Unknown
12.9634765,77.6415675,Unknown,Unknown
13.0775201,77.5924027,Unknown,Unknown
13.0445011,77.5830561,Unknown,Unknown
12.9754467,77.548252,Unknown,Unknown
12.960507,77.5575071,Unknown,Unknown
12.9963786,77.584919,Unknown,Unknown
12.9976941,77.584432,Unknown,Unknown
12.9616717,77.6308433,Unknown,Unknown
13.075025,77.4360233,Unknown,Unknown
12.9536214,77.5428369,Unknown,Unknown
12.92001766,77.66562279,IbblurJunction',Unknown
12.967049,77.6102824,Unknown,Unknown
13.07838,77.427995,Unknown,Unknown
13.067431,77.4509417,Unknown,Unknown
13.0565314,77.5934723,Unknown,Unknown
13.0252215,77.5854385,Unknown,Unknown
13.0624083,77.459675,Unknown,Unknown
13.0525889,77.4882603,Unknown,Unknown
12.9827733,77.5622665,Unknown,Unknown
13.0517275,77.4890823,Unknown,Unknown
12.8764512,77.6715527,Unknown,Unknown
12.8912876,77.6260666,Unknown,Unknown
13.0519799,77.489572,Unknown,Unknown
12.9520875,77.5407653,Unknown,Unknown
13.0300435,77.5375531,Unknown,Unknown
12.9595784,77.6492766,Unknown,Unknown
13.0426261,77.5148623,Unknown,Unknown
12.9557117,77.6916217,Unknown,Unknown
12.9379783,77.5214433,Unknown,Unknown
13.010814,77.5836806,Unknown,Unknown
13.04648015,77.50384754,Unknown,Unknown
13.0765895,77.5923254,Unknown,Unknown
12.8856454,77.541635,Unknown,Unknown
12.9357223,77.5134413,Unknown,Unknown
12.92071012,77.66535994,Unknown,Unknown
13.055969,77.4760833,Unknown,Unknown
12.9694578,77.7006343,Unknown,Unknown
13.0200506,77.7094059,Unknown,Unknown
12.9556427,77.545929,Unknown,Unknown
12.9137365,77.6774246,Unknown,Unknown
13.0009179,77.612603,PotteryCircle,North Zone 1
12.9137307,77.6775918,Unknown,Unknown
12.9964726,77.5845948,Unknown,Unknown
13.026353,77.544093,Unknown,Unknown
12.9616777,77.6305228,Unknown,Unknown
12.9061591,77.5856052,Unknown,Unknown
12.9964326,77.5846186,Unknown,Unknown
13.0471823,77.5687914,Unknown,Unknown
12.9964147,77.5846199,Unknown,Unknown
12.9763384,77.575645,Unknown,Unknown
12.981767,77.5601309,Unknown,Unknown
12.9725476,77.5079739,Unknown,Unknown
12.9735765,77.5693008,Unknown,Unknown
13.022045,77.6497867,Unknown,Unknown
12.9354371,77.536311,Unknown,Unknown
13.0022947,77.6158366,Unknown,Unknown
13.0415656,77.6118591,"VeerannapalyaJunction(BEL,HO)",North Zone 1
13.0690187,77.5928063,Unknown,Unknown
12.9397541,77.7473664,Unknown,Unknown
12.9859956,77.5893687,Unknown,Unknown
12.8878816,77.6407286,Unknown,Unknown
12.9692805,77.7006521,Unknown,Unknown
13.0451892,77.5070112,Unknown,Unknown
12.9360198,77.7068567,Unknown,Unknown
13.0424656,77.5148652,Unknown,Unknown
12.9711964,77.6995594,Unknown,Unknown
12.9883029,77.509169,Unknown,Unknown
12.9898004,77.5721914,Unknown,Unknown
12.92227542,77.61942577,Unknown,Unknown
12.913843,77.6774956,Unknown,Unknown
12.9772269,77.751196,Unknown,Unknown
13.1092587,77.6039334,Unknown,Unknown
13.0386532,77.5740578,Unknown,Unknown
12.9154072,77.5653126,Unknown,Unknown
12.9891588,77.5002047,Unknown,Unknown
13.0454067,77.5804235,Unknown,Unknown
13.0107881,77.6620919,Unknown,Unknown
13.0380265,77.5218887,Unknown,Unknown
12.961075,77.6373946,Unknown,Unknown
12.9712598,77.597572,Unknown,Unknown
13.0219533,77.6496153,Unknown,Unknown
13.0967428,77.5980771,Unknown,Unknown
13.03895,77.5895433,Unknown,Unknown
12.9632521,77.5824056,Unknown,Unknown
12.97457646,77.62552477,Unknown,Unknown
13.0081323,77.6928683,Unknown,Unknown
13.0467793,77.5657141,Unknown,Unknown
13.1083256,77.602945,Unknown,Unknown
13.0686851,77.4480875,Unknown,Unknown
12.9834372,77.5910288,Unknown,Unknown
12.9955054,77.6656028,Unknown,Unknown
13.0416934,77.6141348,Unknown,Unknown
12.9831222,77.560473,Unknown,Unknown
12.9241031,77.6488026,Unknown,Unknown
12.9480061,77.5350513,Unknown,Unknown
13.1219878,77.6106476,Unknown,Unknown
12.9329717,77.5086981,Unknown,Unknown
12.9649995,77.5347577,Unknown,Unknown
12.9979557,77.553242,Unknown,Unknown
13.049104,77.5932567,Unknown,Unknown
12.9062767,77.5854083,JP Nagar 15th cross junction,Unknown
12.9930661,77.6072646,Unknown,Unknown
13.0483496,77.6454296,Unknown,Unknown
12.9474857,77.5334546,Unknown,Unknown
12.9946463,77.757638,Unknown,Unknown
12.9389754,77.5982845,Unknown,Unknown
12.8404633,77.6521017,Unknown,Unknown
12.990066,77.5051704,Unknown,Unknown
13.0332299,77.5882243,Unknown,Unknown
12.9559289,77.5459051,Unknown,Unknown
12.9900093,77.5051989,Unknown,Unknown
13.0198953,77.7095235,Unknown,Unknown
13.0085344,77.5715468,Unknown,Unknown
12.9991066,77.6747282,Unknown,Unknown
12.9978016,77.6098254,Unknown,Unknown
12.8854753,77.5965566,Unknown,Unknown
12.979657,77.5710764,Unknown,Unknown
12.8854927,77.5965724,Unknown,Unknown
13.0161568,77.7092743,Unknown,Unknown
13.030071,77.536943,Unknown,Unknown
13.0140206,77.5675162,Unknown,Unknown
13.1025028,77.5994852,Unknown,Unknown
13.0455545,77.505774,Unknown,Unknown
12.99601,77.75823,Unknown,Unknown
13.0428518,77.5510758,Unknown,Unknown
13.035473,77.5890568,Unknown,Unknown
12.9519615,77.4996318,Unknown,Unknown
12.8829772,77.752955,Unknown,Unknown
13.0982087,77.5712693,Unknown,Unknown
13.0738494,77.4396108,Unknown,Unknown
13.0375682,77.6270117,Unknown,Unknown
12.9605694,77.5042779,Unknown,Unknown
12.9423299,77.5312866,Unknown,Unknown
12.974095,77.601415,Unknown,Unknown
12.9485683,77.5934648,Unknown,Unknown
12.9539748,77.5433401,Unknown,Unknown
13.0418551,77.6138337,Unknown,Unknown
13.0290051,77.5402099,Unknown,Unknown
12.9287199,77.5454335,Unknown,Unknown
12.9668133,77.50355,Unknown,Unknown
13.0102,77.5903783,Unknown,Unknown
12.9592991,77.6545459,Unknown,Unknown
13.039407,77.6414637,Unknown,Unknown
12.9063976,77.629448,Unknown,Unknown
12.9675759,77.6063726,Unknown,Unknown
12.9392078,77.5800529,Unknown,Unknown
12.9437435,77.5799452,Unknown,Unknown
12.9168228,77.5858813,Unknown,Unknown
13.0086669,77.5487517,Unknown,Unknown
12.948058,77.5739248,Unknown,Unknown
13.0469097,77.6445369,Unknown,Unknown
12.9640354,77.5822556,Unknown,Unknown
12.9814912,77.5865964,Unknown,Unknown
12.9856687,77.5977511,Unknown,Unknown
12.975762,77.5646846,Unknown,Unknown
12.9156273,77.5694489,Unknown,Unknown
12.916885,77.5858733,Unknown,Unknown
12.90731581,77.6955824,Unknown,Unknown
13.2675104,77.7198706,Unknown,Unknown
12.9154399,77.5694428,Unknown,Unknown
12.9591976,77.5227753,Unknown,Unknown
12.90730454,77.69558165,Unknown,Unknown
13.0390527,77.7395319,Unknown,Unknown
12.97878153,77.59976254,QueensStatueCircle,Unknown
12.9065364,77.5734677,Unknown,Unknown
12.9061883,77.5856282,Unknown,Unknown
12.9443726,77.597203,Unknown,Unknown
12.905831,77.6018674,Unknown,Unknown
12.9155161,77.5695657,Unknown,Unknown
12.9778753,77.5854037,Unknown,Unknown
13.0440133,77.55428,Unknown,Unknown
13.0231864,77.6468554,Unknown,Unknown
12.9054695,77.6016118,Unknown,Unknown
12.9879767,77.5094764,Unknown,Unknown
12.9423959,77.6226033,Unknown,Unknown
13.0435049,77.5843994,Unknown,Unknown
12.9435964,77.5823553,Unknown,Unknown
12.9257168,77.5970916,Unknown,Unknown
12.9263776,77.579679,Unknown,Unknown
12.966254,77.625327,Unknown,Unknown
12.9063647,77.5797301,Unknown,Unknown
12.9454287,77.5282021,Unknown,Unknown
12.9604217,77.5058979,Unknown,Unknown
13.0635036,77.457108,Unknown,Unknown
13.0379984,77.5219185,Unknown,Unknown
12.9388117,77.5224783,Unknown,Unknown
12.9288203,77.600102,Unknown,Unknown
13.0456229,77.5063447,Unknown,Unknown
12.9294076,77.6004122,Unknown,Unknown
12.978411,77.5434705,Unknown,Unknown
12.9481048,77.5732898,Unknown,Unknown
12.9299316,77.6761985,Unknown,Unknown
12.9784584,77.5432841,Unknown,Unknown
12.9785537,77.6057138,Unknown,Unknown
12.9897616,77.5020282,Unknown,Unknown
12.9694415,77.7006984,Unknown,Unknown
13.0020031,77.6796905,Unknown,Unknown
13.0418888,77.5476664,Unknown,Unknown
12.9390344,77.7473732,Unknown,Unknown
13.1825274,77.6406882,Unknown,Unknown
12.9613179,77.6318647,Unknown,Unknown
13.0271353,77.5796689,Unknown,Unknown
13.0757816,77.5904347,Unknown,Unknown
12.9613255,77.6317795,Unknown,Unknown
13.0897567,77.5966983,Unknown,Unknown
13.0102806,77.6978433,Unknown,Unknown
12.9928511,77.5835581,Unknown,Unknown
12.9615318,77.5604072,Unknown,Unknown
12.9709573,77.6068549,Unknown,Unknown
12.987838,77.5130677,Unknown,Unknown
12.912785,77.5589141,Unknown,Unknown
12.9863077,77.6461739,Unknown,Unknown
12.9863102,77.646048,Unknown,Unknown
12.9567617,77.7015267,Unknown,Unknown
12.972025,77.6194239,TrinityCircle,Central Zone 1
12.9289423,77.6179915,Unknown,Unknown
12.971406,77.6189246,Unknown,Unknown
12.9718995,77.6197751,Unknown,Unknown
13.0929683,77.59668,Unknown,Unknown
12.9345691,77.6297146,Unknown,Unknown
12.9773537,77.6271626,Unknown,Unknown
12.9538866,77.5687814,Unknown,Unknown
12.9758572,77.5875033,Unknown,Unknown
12.9681574,77.6061899,Unknown,Unknown
12.9561486,77.7009942,Unknown,Unknown
12.92609339,77.67623685,Unknown,Unknown
12.9458905,77.5284091,Unknown,Unknown
13.041233,77.6223217,Unknown,Unknown
12.9653189,77.5842525,Unknown,Unknown
12.9063813,77.585974,Unknown,Unknown
13.0381636,77.626299,Unknown,Unknown
12.916914,77.5735171,Unknown,Unknown
13.0380883,77.6259417,Unknown,Unknown
12.9473844,77.6989762,Unknown,Unknown
12.9652817,77.7019333,Unknown,Unknown
12.9530642,77.5417254,Unknown,Unknown
12.9424905,77.7467855,Unknown,Unknown
12.9879506,77.6499319,Unknown,Unknown
12.9696333,77.603115,Unknown,Unknown
13.00121678,77.58402681,Unknown,Unknown
12.9561274,77.7125013,Unknown,Unknown
13.0384192,77.6257821,Unknown,Unknown
12.9135217,77.6036567,Unknown,Unknown
13.030281,77.585662,Unknown,Unknown
13.1211683,77.6179233,Unknown,Unknown
13.0423232,77.5900171,HebbalFlyoverJunc,North Zone 2
12.9461308,77.5970935,Unknown,Unknown
13.0437007,77.5157783,Unknown,Unknown
12.9318535,77.5838672,Unknown,Unknown
13.10111,77.59962,Unknown,Unknown
12.9264413,77.5808446,Unknown,Unknown
12.9216,77.5807633,Unknown,Unknown
12.9222233,77.5836883,Unknown,Unknown
12.92603,77.5802967,Unknown,Unknown
12.9841406,77.7519672,Unknown,Unknown
12.9529765,77.5415796,Unknown,Unknown
12.953515,77.5003879,Unknown,Unknown
12.9386033,77.6346546,Unknown,Unknown
13.0028466,77.5838445,Unknown,Unknown
12.9873542,77.5126242,Unknown,Unknown
12.9597916,77.6415806,Unknown,Unknown
12.9364,77.5185545,Unknown,Unknown
13.0293051,77.5402265,Unknown,Unknown
12.9696676,77.7004044,Unknown,Unknown
12.9608088,77.6386153,Unknown,Unknown
12.93269,77.5886561,Unknown,Unknown
12.9766224,77.6009202,Unknown,Unknown
13.0019858,77.5838626,Unknown,Unknown
12.9691833,77.590395,Unknown,Unknown
12.9653882,77.7018161,Unknown,Unknown
12.9816739,77.5869219,CID-CarltonHouseJunc,Central Zone 2
12.9828467,77.5966008,CoffeeBoardJunc,Central Zone 2
13.0361195,77.5895123,Unknown,Unknown
12.9691733,77.5905,Unknown,Unknown
12.9803167,77.5860051,Unknown,Unknown
12.9254516,77.5803284,Unknown,Unknown
12.9698023,77.7004597,Unknown,Unknown
13.2573834,77.7123422,Unknown,Unknown
12.9606468,77.5043745,Unknown,Unknown
12.9462817,77.6072168,Unknown,Unknown
12.9050763,77.5856446,Unknown,Unknown
12.9234712,77.6554145,Unknown,Unknown
12.8663994,77.5345759,Unknown,Unknown
12.9371572,77.5626196,Unknown,Unknown
13.0020386,77.6630527,Unknown,Unknown
13.0429355,77.5866438,Unknown,Unknown
13.050612,77.5933747,Unknown,Unknown
12.938718,77.6346991,Unknown,Unknown
12.9837283,77.5938566,CoffeeBoardJunc,Central Zone 2
12.9451182,77.5970652,Unknown,Unknown
13.0168373,77.5840601,Unknown,Unknown
13.0468824,77.5756714,Unknown,Unknown
12.9018662,77.6011464,Unknown,Unknown
12.9819509,77.5954538,Unknown,Unknown
12.9870587,77.6485145,Unknown,Unknown
13.0699341,77.6204685,Unknown,Unknown
13.0445891,77.5818807,Unknown,Unknown
12.9870855,77.648421,Unknown,Unknown
12.969172,77.7005467,Unknown,Unknown
13.0958264,77.5936221,Unknown,Unknown
13.031606,77.5874307,Unknown,Unknown
13.0879383,77.5940317,Unknown,Unknown
12.9727382,77.698422,Unknown,Unknown
12.8993933,77.6339815,Unknown,Unknown
13.070013,77.4450571,Unknown,Unknown
13.0396997,77.5182903,Unknown,Unknown
12.9529134,77.5416203,Unknown,Unknown
12.9641669,77.625944,Unknown,Unknown
13.046897,77.644382,Unknown,Unknown
13.1250833,77.6124167,Unknown,Unknown
12.9800539,77.5727642,Unknown,Unknown
12.85678142,77.66416602,Unknown,Unknown
12.9679697,77.5909676,Unknown,Unknown
12.9567473,77.5342133,Unknown,Unknown
13.0936884,77.5959414,Unknown,Unknown
13.0347674,77.5291978,Unknown,Unknown
12.9378462,77.6349705,Unknown,Unknown
12.917534,77.5761933,Unknown,Unknown
12.9747841,77.5486991,Unknown,Unknown
12.9750397,77.5522543,Unknown,Unknown
13.0286023,77.5361493,Unknown,Unknown
12.9875809,77.619241,Unknown,Unknown
12.9614333,77.5606533,Unknown,Unknown
12.9750969,77.5522369,Unknown,Unknown
12.9932058,77.6619145,Unknown,Unknown
12.9405829,77.5742938,Unknown,Unknown
12.9876225,77.5945968,Unknown,Unknown
12.9436333,77.7471783,Unknown,Unknown
13.0299352,77.5366387,Unknown,Unknown
12.9839548,77.6403761,Unknown,Unknown
12.9636898,77.5847108,Unknown,Unknown
13.0016955,77.6792426,Unknown,Unknown
12.9163228,77.570324,Unknown,Unknown
13.0413323,77.6224696,Unknown,Unknown
12.9752206,77.6256805,Unknown,Unknown
12.9857333,77.5266267,Unknown,Unknown
12.9839284,77.6405645,Unknown,Unknown
13.0246483,77.5852377,Unknown,Unknown
12.9858915,77.5264086,Unknown,Unknown
12.9818243,77.5952978,PoliceTimmaiahCircle(GPO),Central Zone 2
12.9834253,77.5950206,Unknown,Unknown
12.9063895,77.5953074,Delmia-Jayanagar,South Zone 1
12.9063944,77.5917062,Unknown,Unknown
13.0448582,77.5816721,Unknown,Unknown
12.9558641,77.5463576,Unknown,Unknown
13.0406715,77.6219368,Unknown,Unknown
13.019261,77.6558323,Unknown,Unknown
12.9634736,77.6417093,Unknown,Unknown
12.9839379,77.5977188,Unknown,Unknown
12.9054146,77.5856761,Unknown,Unknown
12.8182782,77.6899311,Unknown,Unknown
13.0633558,77.4578239,Unknown,Unknown
12.9694928,77.700667,Unknown,Unknown
12.9170147,77.5841208,Unknown,Unknown
12.9627,77.5653883,Unknown,Unknown
13.0473308,77.5011321,Unknown,Unknown
